federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,base_and_all_options_value,potential_total_value_of_award,action_date_fiscal_year,awarding_office_name,funding_office_name,recipient_parent_name,recipient_city_name,recipient_state_name,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,product_or_service_code_description,naics_description,place_of_manufacture,solicitation_procedures,organizational_type,corporate_entity_not_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,educational_institution
219835.9,328247.4,0.0,0.0,329118.7,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),COMTECH LLC,RESTON,VIRGINIA,RESTON,VA,TIME AND MATERIALS,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
108411.5,108411.5,329118.7,329118.7,329118.7,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),COMTECH LLC,RESTON,VIRGINIA,RESTON,VA,TIME AND MATERIALS,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
120000.0,448247.4,120000.0,120000.0,449118.7,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),COMTECH LLC,RESTON,VIRGINIA,RESTON,VA,TIME AND MATERIALS,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,108411.5,0.0,0.0,329118.7,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),COMTECH LLC,RESTON,VIRGINIA,RESTON,VA,TIME AND MATERIALS,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,328247.4,0.0,0.0,329118.7,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),COMTECH LLC,RESTON,VIRGINIA,RESTON,VA,TIME AND MATERIALS,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
90000.0,538247.4,90000.0,90000.0,539118.7,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),COMTECH LLC,RESTON,VIRGINIA,RESTON,VA,TIME AND MATERIALS,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
78088.0,78088.0,78088.0,227991.0,227991.0,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF MISSION SUPT (OMS) (FUNDING),AVANTI CORPORATION,ALEXANDRIA,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
110432.16,335302.48,0.0,0.0,2524563.75,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),LIONA ENTERPRISES INC,CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
224870.32,224870.32,441323.46,2524563.75,2524563.75,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),LIONA ENTERPRISES INC,CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
47523.89,47523.89,47523.89,47523.89,47523.89,2023,HEADQUARTERS ACQUISITION DIV (HQAD),REGION 6 (FUNDING OFFICE),"FEDCORP SERVICES, INC.",EL SOBRANTE,CALIFORNIA,HOUSTON,TX,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,94853.0,0.0,0.0,94853.0,2023,REGION 5 CONTRACTING OFFICE,REGION 5 (FUNDING OFFICE),"ENVIRONMENTAL COMPLIANCE OFFICE, INC.",DETROIT,MICHIGAN,CHICAGO,IL,FIRM FIXED PRICE,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
210913.02,8889393.54,210913.02,210913.02,8889393.54,2023,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),RED ROCK REMEDIATION JV,SAN FRANCISCO,CALIFORNIA,VIENNA,MO,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
36985.67,36985.67,76452.01,118308.41,118308.41,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF ADMINISTRATOR (OA) (FUNDING),"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",COLLEGE PARK,MARYLAND,COLLEGE PARK,MD,FIRM FIXED PRICE,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
471972.16,3877078.78,0.0,0.0,4791493.46,2023,REGION 6 CONTRACTING OFFICE,REGION 6 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,DALLAS,TX,FIRM FIXED PRICE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
290410.55,3877078.78,0.0,0.0,4791493.46,2023,REGION 6 CONTRACTING OFFICE,REGION 6 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,DALLAS,TX,FIRM FIXED PRICE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
392859.12,3877078.78,1196256.06,0.0,4791493.46,2023,REGION 6 CONTRACTING OFFICE,REGION 6 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,DALLAS,TX,FIRM FIXED PRICE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
199000.0,3877078.78,0.0,0.0,4791493.46,2023,REGION 6 CONTRACTING OFFICE,OFC OF MISSION SUPT (OMS) (FUNDING),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,DALLAS,TX,FIRM FIXED PRICE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,947670.0,0.0,0.0,947670.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,380418.0,0.0,0.0,1103686.86,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,509247.0,0.0,0.0,1103686.86,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
128829.0,509247.0,128829.0,0.0,1103686.86,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,357299.0,0.0,0.0,357299.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
134120.0,2026947.12,235950.0,0.0,2329024.0,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
134280.0,1892827.12,29415.0,29415.0,2093074.0,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1892827.12,0.0,235950.0,2329024.0,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-3865.21,2023081.91,-3865.21,-3865.21,2325158.79,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,2023081.91,0.0,0.0,2325158.79,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
493000.0,493000.0,493306.0,1538081.0,1538081.0,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFFICE FOR WATER (OW) (FUNDING),TTW SOLUTIONS INC,BETHESDA,MARYLAND,BETHESDA,MD,TIME AND MATERIALS,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,179831.0,0.0,0.0,179831.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-90.7,75901.3,0.0,0.0,116540.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
219092.0,219092.0,465689.0,1949018.0,1949018.0,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,GAINESVILLE,FL,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
230000.0,681022.09,461898.81,0.0,2367379.97,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",PHILADELPHIA,PENNSYLVANIA,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,451022.09,0.0,0.0,2367379.97,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",PHILADELPHIA,PENNSYLVANIA,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
45000.0,451022.09,0.0,0.0,2367379.97,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",PHILADELPHIA,PENNSYLVANIA,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
109123.48,912678.57,0.0,0.0,2367137.64,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",PHILADELPHIA,PENNSYLVANIA,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-242.33,680779.76,-242.33,-242.33,2367137.64,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",PHILADELPHIA,PENNSYLVANIA,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
122775.33,803555.09,0.0,0.0,2367137.64,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",PHILADELPHIA,PENNSYLVANIA,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,273701.79,0.0,0.0,277168.94,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
119594.0,119594.0,119594.0,243249.0,243249.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
23802.99,23802.99,23802.99,23802.99,23802.99,2023,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),SOFTWARE INFORMATION RESOURCE CORP,WASHINGTON,DISTRICT OF COLUMBIA,WASHINGTON,DC,FIRM FIXED PRICE,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
44290.0,44290.0,44290.0,44290.0,44290.0,2023,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),FEDPOINT SYSTEMS LLC,FAIRFAX,VIRGINIA,ATHENS,GA,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
70000.0,1084596.3,0.0,0.0,1099894.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
42183.0,1126779.3,42183.0,119481.0,1219375.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1014596.3,0.0,0.0,1099894.0,2023,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
45469.78,45469.78,45469.78,134042.59,134042.59,2023,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENFCOMPL ASSU (OECA) (FUNDING),AVANTI CORPORATION,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,EDUCATION/TRAINING- OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
53400.0,492723.9,0.0,0.0,3693582.0,2023,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"SHIVAN TECHNOLOGIES, INC",LEESBURG,VIRGINIA,LEESBURG,VA,FIRM FIXED PRICE,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
413881.0,945260.64,413883.0,-1120861.0,2572721.0,2023,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"SHIVAN TECHNOLOGIES, INC",LEESBURG,VIRGINIA,LEESBURG,VA,FIRM FIXED PRICE,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
38655.74,531379.64,0.0,0.0,3693582.0,2023,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"SHIVAN TECHNOLOGIES, INC",LEESBURG,VIRGINIA,LEESBURG,VA,FIRM FIXED PRICE,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
1582.0,946842.64,0.0,0.0,2572721.0,2023,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"SHIVAN TECHNOLOGIES, INC",LEESBURG,VIRGINIA,LEESBURG,VA,FIRM FIXED PRICE,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
